,_entropy_hour,_label,_rate,_total,cnt_app,cnt_device,ratio_inapp_detected,ratio_kid_back_home,ratio_net_limit,ratio_web_filtered,scaled_cat_0,scaled_cat_1,scaled_inapp_detected,scaled_kid_back_home,scaled_net_limit,scaled_web_filtered
4417d958c29d4f325180a1e3899182fe,1.16338686987,1,0.996091917211,-0.433547967182,1,2,0.0,0.928571428571,0.0714285714286,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.357561460219,-0.343930259292,-0.112430863958
9f4f8d320463c6ee56e7277aa686018a,1.32966134885,1,0.997828284641,-0.402535261319,1,3,0.0,0.0,0.0,1.0,0.194467548189,-0.2863172291,-0.256133269606,-0.390372723381,-0.344412232047,0.175692259914
19bba7f07425df8b85c84b4574ed6109,2.17429331856,1,0.99726087379,-0.413653023798,1,3,0.0,0.0609756097561,0.841463414634,0.0975609756098,-0.096981934357,-0.2863172291,-0.256133269606,-0.37775300678,-0.311156111919,-0.0932226556998
df0184f569139de7249e568d2c636192,2.15900581272,1,0.999605996601,-0.406777565423,1,2,0.0,0.0,0.0,1.0,0.159250735715,-0.2863172291,-0.256133269606,-0.390372723381,-0.344412232047,0.140877382446
b2875221d1c94b943f7ce63b0b7309d5,1.27022812514,0,0.446249390058,-0.433840539879,1,4,0.0,0.0,0.0,1.0,-0.0726944774782,0.511089633254,-0.256133269606,-0.390372723381,-0.344412232047,-0.0812175255385
aff426a8b50b31e6668825fea2106cb6,2.84275426526,1,0.999225951913,-0.285652468937,1,5,0.0,0.215591915303,0.784408084697,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.107691071528,-0.148008334189,-0.112430863958
4a8093d6027f537cf20ef0983886115a,2.86744049912,1,0.961144439802,0.529016205374,1,7,0.0,0.0588680387409,0.941131961259,0.0,-0.096981934357,-0.2863172291,-0.256133269606,0.100534252382,1.15428205111,-0.112430863958
52c7c78f6f616ef1039f05bd2fc8993a,2.98296502922,1,0.984766231374,-0.272194124883,3,3,0.909814323607,0.0901856763926,0.0,0.0,-0.096981934357,-0.2863172291,-0.0288175503382,-0.261651614055,-0.344412232047,-0.112430863958
8fce8c81827347591f102d127939a042,3.1202915653,1,0.999389684872,3.98824948629,9,19,0.147083126756,0.020723847298,0.830970087589,0.0012229383573,-0.0581220033509,0.378188489528,0.726913329753,0.400883507475,5.7142262907,-0.068011882361
9575a964a44c2403f0db5f92d20733f1,3.17805383035,1,0.996717174619,0.0225728671689,3,5,0.018118245391,0.170057215512,0.40527654164,0.406547997457,-0.0726944774782,-0.0205149416489,-0.24354143676,0.28478211475,-0.0371546004294,1.42302528368
ddda09fba23e8034911202c86ea40dc1,2.70831195705,0,0.985468168232,-0.334950968352,5,4,0.578347578348,0.317663817664,0.103988603989,0.0,-0.096981934357,-0.2863172291,-0.166444074248,-0.108953043188,-0.326820226472,-0.112430863958
