,__EVENTCASE__,__PARENTALCONTROL__death_period,__PARENTALCONTROL__distinct_payload_app_id,__PARENTALCONTROL__distinct_payload_app_name,__PARENTALCONTROL__distinct_payload_device_id,__PARENTALCONTROL__distinct_payload_member_id,__PARENTALCONTROL__distinct_payload_profile_id,__PARENTALCONTROL__distinct_payload_reason,__PARENTALCONTROL__distinct_payload_url,__PARENTALCONTROL__event_type_continue_browsing_allowed,__PARENTALCONTROL__event_type_continue_browsing_requested,__PARENTALCONTROL__event_type_inappropriate_app_detected,__PARENTALCONTROL__event_type_kids_back_to_home,__PARENTALCONTROL__event_type_network_time_limited,__PARENTALCONTROL__event_type_web_site_filtered,__PARENTALCONTROL__hours_of_day_0,__PARENTALCONTROL__hours_of_day_1,__PARENTALCONTROL__hours_of_day_10,__PARENTALCONTROL__hours_of_day_11,__PARENTALCONTROL__hours_of_day_12,__PARENTALCONTROL__hours_of_day_13,__PARENTALCONTROL__hours_of_day_14,__PARENTALCONTROL__hours_of_day_15,__PARENTALCONTROL__hours_of_day_16,__PARENTALCONTROL__hours_of_day_17,__PARENTALCONTROL__hours_of_day_18,__PARENTALCONTROL__hours_of_day_19,__PARENTALCONTROL__hours_of_day_2,__PARENTALCONTROL__hours_of_day_20,__PARENTALCONTROL__hours_of_day_21,__PARENTALCONTROL__hours_of_day_22,__PARENTALCONTROL__hours_of_day_23,__PARENTALCONTROL__hours_of_day_3,__PARENTALCONTROL__hours_of_day_4,__PARENTALCONTROL__hours_of_day_5,__PARENTALCONTROL__hours_of_day_6,__PARENTALCONTROL__hours_of_day_7,__PARENTALCONTROL__hours_of_day_8,__PARENTALCONTROL__hours_of_day_9,__PARENTALCONTROL__live_period,__PARENTALCONTROL__locale,__PARENTALCONTROL__payload_action_accept,__PARENTALCONTROL__payload_action_block,__PARENTALCONTROL__payload_cat_id_0,__PARENTALCONTROL__payload_cat_id_1,__PARENTALCONTROL__payload_cat_id_2,__PARENTALCONTROL__payload_cat_id_3,__PARENTALCONTROL__payload_cat_id_4,__PARENTALCONTROL__payload_cat_name_,__PARENTALCONTROL__rate,__PARENTALCONTROL__station_final_status,__PARENTALCONTROL__total_event,__STATIONID__
1030,5E59-35D8-6644-85BA-E662_2017-09-17 09:58:12,48675.0,1,1,1,1,1,1,1,0,0,0,0,26,0,0,0,0,3,3,3,2,3,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1731945.0,0,0,26,0,0,0,0,0,0,0.9726640159045724,1,26,5E59-35D8-6644-85BA-E662
1031,5E59-35D8-6644-85BA-E662_2017-08-21 11:50:06,33524.0,1,1,4,2,1,1,1,0,0,0,0,90,0,0,0,0,22,19,9,6,5,9,4,5,7,0,4,0,0,0,0,0,0,0,0,0,0,729378.0,0,53,37,0,0,0,0,0,0,0.9560572655465578,1,90,5E59-35D8-6644-85BA-E662
1035,74BC-CCBF-E2E8-4A6B-B7A3_2017-07-03 02:08:27,1887.0,2,2,3,2,1,1,2,0,0,21,122,418,25,0,0,93,61,49,33,28,26,25,28,28,3,9,0,0,0,0,7,7,11,25,26,33,94,3266557.0,0,60,383,25,0,0,0,0,25,0.9994226610582896,1,586,74BC-CCBF-E2E8-4A6B-B7A3
1038,3AC7-E632-E6C6-4E45-9557_2017-04-30 10:49:06,10205.0,1,1,2,1,1,1,2,0,0,0,1,10,1,0,1,0,0,1,0,1,4,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,852122.0,0,0,11,1,0,0,0,0,1,0.9881657422300356,1,12,3AC7-E632-E6C6-4E45-9557
1039,4A25-CB25-4354-BCAC-46E8_2017-08-03 11:54:59,8882.0,1,1,2,1,1,1,1,0,0,0,292,0,0,0,0,42,39,39,48,0,0,0,0,0,0,0,0,0,0,0,14,11,10,10,12,25,42,1643235.0,0,0,0,0,0,0,0,0,0,0.99462386743796,1,292,4A25-CB25-4354-BCAC-46E8
1041,835D-92F2-B24B-73B4-F9CA_2017-08-30 01:34:48,2948.0,3,3,1,1,1,1,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,6447012.0,0,0,0,0,0,0,0,0,0,0.9995429429019714,1,9,835D-92F2-B24B-73B4-F9CA
1042,8F8C-662B-D965-487A-CB65_2017-08-11 01:03:44,291276.0,1,1,1,1,1,1,1,0,0,0,54,18,0,1,0,4,4,8,15,1,1,0,0,0,0,0,1,0,0,2,6,6,6,6,4,3,4,589194.0,0,0,18,0,0,0,0,0,0,0.6691812327506899,1,72,8F8C-662B-D965-487A-CB65
1043,CC54-BD32-A94F-FEBF-CD3C_2017-04-09 04:46:43,6685.0,1,1,2,1,1,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1678570.0,0,2,0,2,0,0,0,0,2,0.9960332412602249,1,2,CC54-BD32-A94F-FEBF-CD3C
1044,9DB5-3F87-D524-FBAE-4CA3_2017-09-03 11:31:53,2253.0,2,2,9,4,1,1,1,0,0,71,502,1432,0,0,0,49,172,259,191,143,139,129,122,124,67,41,71,71,46,9,44,51,54,45,43,94,41,1037482.0,0,1395,37,0,0,0,0,0,0,0.9978331017037996,0,2005,9DB5-3F87-D524-FBAE-4CA3
1045,86DE-D5AB-3ED3-4E2F-A6DC_2017-08-28 09:22:17,1315222.0,1,1,1,1,1,1,1,0,0,0,35,0,0,0,0,3,3,2,8,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,6,3,2329194.0,0,0,0,0,0,0,0,0,0,0.6391130979558864,1,35,86DE-D5AB-3ED3-4E2F-A6DC
1046,E599-AD78-6224-8438-DF4F_2017-10-24 17:16:04,84551.0,8,8,16,2,1,1,1,0,0,1820,530,0,0,55,58,118,102,141,148,120,95,123,134,108,88,72,48,49,77,86,82,87,101,103,117,120,118,2021175.0,0,0,0,0,0,0,0,0,0,0.9598471026144902,1,2350,E599-AD78-6224-8438-DF4F
1050,D47A-75AC-7D94-4948-AA72_2017-10-27 17:08:34,3598.0,4,4,2,1,1,1,1,0,0,21,0,6,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,3,0,1,1,27784650.0,0,0,6,0,0,0,0,0,0,0.9998705208043344,1,27,D47A-75AC-7D94-4948-AA72
1051,2322-DCCD-3A4F-B6B5-5EEA_2017-07-21 13:39:21,31493.0,6,6,15,4,1,1,2,0,0,1155,702,421,1,3,0,282,237,257,65,56,46,52,47,48,48,48,46,65,35,5,41,47,47,119,227,205,253,2473584.0,0,1,421,1,0,0,0,0,1,0.9874283305463264,1,2279,2322-DCCD-3A4F-B6B5-5EEA
1052,7E92-829B-54F3-8AF2-D6EF_2017-07-24 10:23:18,9398.0,1,1,12,5,1,1,295,0,0,0,1183,4289,924,9,7,205,249,495,786,670,474,350,351,331,329,6,334,337,392,33,136,122,129,135,165,168,183,5105986.0,0,0,5213,876,44,4,0,0,876,0.9981627967714642,1,6396,7E92-829B-54F3-8AF2-D6EF
1055,2F3E-FFDD-5A34-38BA-EAD7_2017-07-29 10:55:26,1025.0,1,1,1,1,1,1,11,0,0,0,0,0,42,0,0,8,2,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,2,3,3,13,2610192.0,0,42,0,42,0,0,0,0,42,0.9996074627271498,1,42,2F3E-FFDD-5A34-38BA-EAD7
1056,B49C-5C4B-ADA6-4392-9D78_2017-10-08 10:18:03,4402.0,2,2,1,1,1,1,5,0,0,11,19,40,7,0,0,16,2,1,0,0,0,0,0,0,0,3,2,1,0,2,1,0,4,11,3,4,27,737826.0,0,0,47,7,0,0,0,0,7,0.9940692078444898,1,77,B49C-5C4B-ADA6-4392-9D78
1057,A75E-9CFE-E454-A9E9-36A2_2017-07-13 14:03:16,385295.0,3,3,3,1,1,1,1,0,0,36,66,536,0,1,15,62,63,66,55,7,0,0,0,0,0,16,0,0,0,0,34,46,52,53,51,67,50,437752.0,0,536,0,0,0,0,0,0,0,0.5318675604187854,1,638,A75E-9CFE-E454-A9E9-36A2
1059,EFEB-9A23-348B-F8BF-E743_2017-10-21 11:36:53,989648.0,4,4,2,1,1,1,1,0,0,2054,39,7,0,0,0,2,559,11,0,0,0,0,0,0,0,0,618,899,7,0,0,0,0,0,1,1,2,3192600.0,0,0,7,0,0,0,0,0,0,0.7633693649922243,0,2100,EFEB-9A23-348B-F8BF-E743
1061,E3DE-F6D2-BEA4-C38C-2AEA_2017-09-07 03:11:04,2735.0,16,16,12,5,1,1,235,0,0,6803,5890,876,3927,728,482,927,1179,1241,1341,924,552,358,125,293,499,434,623,341,347,451,795,956,1110,999,1080,866,845,17936803.0,0,4757,46,3908,16,3,0,0,3908,0.9998475434540176,1,17496,E3DE-F6D2-BEA4-C38C-2AEA
1062,F42E-976D-E694-DA9B-AB79_2017-07-20 01:20:40,4902.0,13,13,8,3,1,1,1,0,0,11055,2605,0,0,522,515,830,959,917,932,682,341,235,114,187,77,422,202,138,256,678,744,819,810,814,827,859,780,8085170.0,0,0,0,0,0,0,0,0,0,0.999394072141756,1,13660,F42E-976D-E694-DA9B-AB79
1063,787A-E5B8-A984-B5A9-5B5F_2017-06-16 09:23:15,59123.0,2,2,3,2,1,1,1,0,0,23,186,670,0,3,0,18,19,95,85,81,85,83,84,85,84,19,4,4,1,0,18,23,12,13,20,18,25,648790.0,0,667,3,0,0,0,0,0,0,0.9164826751309836,1,879,787A-E5B8-A984-B5A9-5B5F
1064,74BC-CCBF-E2E8-4A6B-B7A3_2017-05-25 06:12:49,1181.0,2,2,2,2,1,1,1,0,0,1,58,177,0,0,0,45,30,14,8,7,7,7,8,8,0,0,0,0,0,0,0,0,1,10,14,22,55,1389808.0,0,13,164,0,0,0,0,0,0,0.9991509638106412,1,236,74BC-CCBF-E2E8-4A6B-B7A3
1065,D6E7-8AF6-9E94-D7DA-A2AE_2017-10-19 04:09:40,1799420.0,8,8,5,3,1,1,102,0,0,3401,952,2713,159,227,228,296,317,479,370,261,433,679,549,527,511,123,45,84,87,210,213,226,209,299,302,215,335,14616739.0,0,41,2831,147,11,0,1,0,147,0.8903872702500019,0,7225,D6E7-8AF6-9E94-D7DA-A2AE
1066,D65A-B4BB-5549-599F-B67B_2017-11-07 04:50:37,6893.0,1,1,2,1,1,1,1,0,0,0,0,346,0,0,0,0,0,0,0,0,120,85,76,58,7,0,0,0,0,0,0,0,0,0,0,0,0,5991179.0,0,0,346,0,0,0,0,0,0,0.9988507973895612,1,346,D65A-B4BB-5549-599F-B67B
1067,4D34-6A8C-DFA4-76DB-D734_2017-04-17 10:43:38,5789.0,3,3,2,2,1,1,1,0,0,60,1,77,0,0,9,3,0,5,2,10,10,11,12,10,12,7,11,1,0,0,0,7,25,2,1,0,0,2005402.0,0,0,77,0,0,0,0,0,0,0.9971216060533286,1,138,4D34-6A8C-DFA4-76DB-D734
1068,38A3-58AC-2DD4-2228-42E5_2017-04-22 10:48:18,1436.0,1,1,2,2,1,1,1,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,698587.0,0,0,12,0,0,0,0,0,0,0.9979486388304384,1,12,38A3-58AC-2DD4-2228-42E5
1069,7FAA-4D43-FDA4-C6AA-9AFD_2017-06-30 11:59:08,6048733.0,3,3,2,1,1,1,44,0,0,6,152,5601,92,11,2,19,26,720,496,449,439,423,423,419,463,4,483,459,535,315,14,19,19,26,27,25,35,8231240.0,0,0,5693,84,8,0,0,0,84,0.5764184568136088,1,5851,7FAA-4D43-FDA4-C6AA-9AFD
1070,AB2F-4A42-374C-A4BF-A389_2017-07-28 02:47:18,1012.0,4,4,2,1,1,1,2,0,0,110,0,0,1,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,20,4,11,0,0,0,686503.0,0,1,0,0,1,0,0,0,0,0.9985280321156628,1,111,AB2F-4A42-374C-A4BF-A389
1071,98E2-52D6-CBFE-479A-8EEC_2017-04-17 08:08:38,1644.0,6,6,12,5,1,1,9,0,0,41,0,1482,29,7,3,12,29,33,127,133,310,297,273,273,9,1,0,0,0,6,2,12,2,7,6,5,5,1376291.0,0,41,1470,22,7,0,0,0,22,0.9988069103404732,1,1552,98E2-52D6-CBFE-479A-8EEC
1072,F42E-976D-E694-DA9B-AB79_2017-08-25 09:30:57,2571.0,1,1,7,2,1,1,1,0,0,0,1244,0,0,0,0,116,112,113,124,0,0,0,0,0,0,0,0,0,0,0,101,119,113,128,96,107,115,3134915.0,0,0,0,0,0,0,0,0,0,0.9991805541124328,1,1244,F42E-976D-E694-DA9B-AB79
1073,74BC-CCBF-E2E8-4A6B-B7A3_2017-08-28 23:25:13,27232.0,2,2,2,2,1,1,2,0,0,20,309,524,3,0,3,124,87,81,33,31,39,34,37,40,23,13,18,1,0,0,16,15,20,37,57,69,78,4913119.0,0,0,527,3,0,0,0,0,3,0.994487841046112,1,856,74BC-CCBF-E2E8-4A6B-B7A3
1076,EC98-FAFC-D348-6CAA-464B_2017-10-28 12:58:58,9627.0,3,3,9,3,1,1,3,0,0,767,313,34,3,37,16,127,159,151,73,62,9,8,5,7,2,27,1,11,25,51,21,40,59,53,69,40,64,807589.0,0,0,37,3,0,0,0,0,3,0.9882197607486882,1,1117,EC98-FAFC-D348-6CAA-464B
1077,B46A-F5DB-E354-D7CA-B228_2017-04-25 06:28:11,65839.0,2,2,3,3,1,1,1,0,0,25,22,2,0,3,15,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,11,3,4,2,0,0,1856295.0,0,0,2,0,0,0,0,0,0,0.965746925032282,0,49,B46A-F5DB-E354-D7CA-B228
1078,679B-76DF-86B4-7EFA-BF3E_2017-09-25 01:17:25,2194.0,3,3,4,4,1,1,22,0,0,205,95,0,87,5,0,44,56,31,17,9,5,0,0,0,0,13,0,3,0,0,12,31,34,28,48,23,28,1547347.0,0,0,87,83,4,0,0,0,83,0.9985840968389994,1,387,679B-76DF-86B4-7EFA-BF3E
1079,F325-A8FC-B4DD-4582-9D3B_2017-04-24 13:18:46,5412772.0,10,10,10,4,1,1,7,0,0,3177,126,1890,105,91,56,264,232,274,257,572,387,358,339,336,303,99,271,300,118,63,70,100,76,107,153,201,271,2892754.0,0,1890,105,105,0,0,0,0,105,0.34829269091445864,0,5298,F325-A8FC-B4DD-4582-9D3B
1083,5E59-35D8-6644-85BA-E662_2017-10-24 05:12:22,2020.0,1,1,1,1,1,1,1,0,0,0,0,9,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1376682.0,0,0,9,0,0,0,0,0,0,0.9985348537972673,1,9,5E59-35D8-6644-85BA-E662
1084,E8F7-9BDA-A456-4B6B-6442_2017-06-21 01:19:27,1054.0,1,1,2,1,1,1,1,0,0,0,0,939,0,0,0,0,0,26,130,127,131,131,132,130,131,0,1,0,0,0,0,0,0,0,0,0,0,1479746.0,0,0,939,0,0,0,0,0,0,0.999288222582388,1,939,E8F7-9BDA-A456-4B6B-6442
1086,98E2-52D6-CBFE-479A-8EEC_2017-10-11 00:29:51,1050.0,4,4,19,5,1,1,35,0,0,286,0,21178,4112,118,172,762,1077,1893,2336,3128,3463,3591,3509,3265,129,192,2,17,13,24,126,189,372,291,200,263,444,12770377.0,0,34,25256,3962,145,5,0,0,3962,0.9999177852247834,1,25576,98E2-52D6-CBFE-479A-8EEC
1087,2C3B-E999-CD4A-3A2F-22B7_2017-10-28 01:20:46,5131.0,4,4,2,2,1,1,2,0,0,55,284,648,22,2,0,40,50,39,88,92,68,62,64,64,61,0,67,73,60,20,0,24,33,26,26,25,25,1049602.0,0,0,670,22,0,0,0,0,22,0.9951352617202648,1,1009,2C3B-E999-CD4A-3A2F-22B7
1089,53C4-C865-D374-A4FB-4A59_2017-11-03 22:59:12,4191.0,4,4,5,4,1,1,3,0,0,22,0,261,5,0,1,38,14,11,40,35,14,27,13,19,22,10,27,5,2,0,0,1,4,1,4,0,0,2596536.0,0,0,266,3,2,0,0,0,3,0.9983885275155756,1,288,53C4-C865-D374-A4FB-4A59
1090,557D-DC9E-2B4F-AFB3-65A2_2017-06-25 21:56:44,1152.0,3,3,5,3,1,1,3,0,0,179,0,406,15,10,9,34,48,32,20,29,35,45,48,50,54,1,32,21,6,15,0,34,33,19,12,12,1,2379695.0,0,0,421,14,1,0,0,0,14,0.9995161385842938,1,600,557D-DC9E-2B4F-AFB3-65A2
1092,B67A-664B-B94B-6F88-B82E_2017-08-26 03:41:18,104590.0,4,4,3,2,1,1,1,0,0,135,159,36,0,0,0,20,23,22,1,8,1,0,0,1,2,44,3,4,1,0,65,11,11,20,26,13,54,539945.0,0,0,36,0,0,0,0,0,0,0.8377279744311791,1,330,B67A-664B-B94B-6F88-B82E
1094,5FC3-9589-9DA4-435B-824D_2017-08-14 03:41:24,1103.0,1,1,7,3,1,1,8,0,0,0,0,228,223,4,0,4,13,48,29,29,24,31,29,24,19,14,24,20,3,12,5,0,6,57,30,25,1,734611.0,0,223,228,223,0,0,0,0,223,0.9985007761168062,1,451,5FC3-9589-9DA4-435B-824D
1095,D299-23F2-534B-52A6-AD3F_2017-07-03 03:48:19,4263.0,3,3,3,3,1,1,6,0,0,54,0,123,33,11,2,9,17,3,15,8,12,29,39,30,26,0,0,0,0,0,0,0,0,0,9,0,0,666842.0,0,0,156,33,0,0,0,0,33,0.993647789839146,1,210,D299-23F2-534B-52A6-AD3F
1096,95FE-3DFC-B9AE-43FC-AB3C_2017-05-02 00:38:02,992.0,3,3,3,2,1,1,2,0,0,4,72,1246,5,0,0,14,46,157,132,127,125,122,140,136,142,5,134,13,0,2,3,6,3,4,6,4,6,843617.0,0,1251,0,5,0,0,0,0,5,0.998825492032408,0,1327,95FE-3DFC-B9AE-43FC-AB3C
1099,D43A-B999-DDB4-B648-88D9_2017-09-29 12:32:18,247615.0,5,5,6,6,1,1,9,0,0,796,186,1476,15,35,49,88,182,182,151,145,150,141,150,140,116,27,174,163,61,46,48,31,90,98,110,65,31,2046946.0,0,1077,414,15,0,0,0,0,15,0.8920861114609723,1,2473,D43A-B999-DDB4-B648-88D9
1100,B49C-5C4B-ADA6-4392-9D78_2017-07-22 00:45:02,11564.0,1,1,2,1,1,1,7,0,0,0,0,291,16,4,1,50,36,23,12,10,13,12,13,12,11,0,25,4,0,5,0,0,6,9,0,1,60,1018978.0,0,0,307,14,2,0,0,0,14,0.9887787203238684,1,307,B49C-5C4B-ADA6-4392-9D78
1102,7B82-3ADE-DC84-8E9B-ADA5_2017-05-20 01:14:51,2887.0,1,1,2,1,1,1,1,0,0,0,0,78,0,0,0,0,0,7,7,11,7,10,7,9,10,0,10,0,0,0,0,0,0,0,0,0,0,3958526.0,0,0,78,0,0,0,0,0,0,0.9992712196380432,1,78,7B82-3ADE-DC84-8E9B-ADA5
1104,C5B4-45C8-74E4-353B-54E7_2017-10-09 16:10:08,1313.0,5,5,3,3,1,1,1,0,0,608,94,0,0,0,2,58,76,85,84,20,23,42,35,3,13,2,1,27,27,6,9,13,17,55,41,34,29,801869.0,0,0,0,0,0,0,0,0,0,0.9983652522093374,1,702,C5B4-45C8-74E4-353B-54E7
1105,CC2D-3E58-46B4-92C6-8A5A_2017-07-25 00:04:12,5050.0,5,5,8,2,1,1,7,0,0,1136,10,5192,11,267,234,276,288,315,300,242,205,212,213,208,209,257,199,233,236,280,222,264,273,426,387,336,267,1613307.0,0,5192,11,11,0,0,0,0,11,0.9968795512980141,1,6349,CC2D-3E58-46B4-92C6-8A5A
1106,8F8C-662B-D965-487A-CB65_2017-09-25 22:44:30,39970.0,1,1,1,1,1,1,1,0,0,0,78,10,0,0,0,7,9,9,10,0,1,1,0,0,0,0,0,1,1,2,6,6,7,6,7,7,8,773173.0,0,0,10,0,0,0,0,0,0,0.9508450543139398,1,88,8F8C-662B-D965-487A-CB65
1107,3BDE-DF4E-B54F-F3A6-FBC7_2017-09-17 04:02:28,10414.0,5,5,9,5,1,1,2,0,0,3471,0,1351,1,65,84,336,262,240,181,142,139,130,118,115,154,115,285,604,215,59,98,87,160,262,353,383,236,1267272.0,0,897,455,0,1,0,0,0,0,0.9918493276125746,1,4823,3BDE-DF4E-B54F-F3A6-FBC7
1108,8B44-B36B-B94A-87AB-B6A6_2017-10-16 23:42:46,2478.0,8,8,16,6,1,1,11,0,0,455,1712,1174,19,19,65,228,198,152,42,50,147,167,165,191,207,117,119,60,15,14,131,138,150,258,225,263,239,5579269.0,0,0,1193,18,1,0,0,0,18,0.9995560529705126,1,3360,8B44-B36B-B94A-87AB-B6A6
1109,2322-DCCD-3A4F-B6B5-5EEA_2017-06-07 08:46:26,3686.0,1,1,2,1,1,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,4,1,623012.0,0,0,0,0,0,0,0,0,0,0.9941183791874236,1,14,2322-DCCD-3A4F-B6B5-5EEA
1110,2892-BFEF-3964-472C-8A5E_2017-06-10 08:15:34,23827.0,2,2,4,4,1,1,5,0,0,10170,221,0,5,126,192,858,715,882,784,668,508,411,381,354,290,220,275,402,235,133,265,197,236,247,345,738,934,8807126.0,0,0,5,4,1,0,0,0,4,0.9973018767057192,1,10396,2892-BFEF-3964-472C-8A5E
1111,73D7-2EF7-E453-7B6B-BA4C_2017-11-08 17:01:55,1001.0,2,2,7,4,1,1,68,0,0,5,0,424,147,3,1,8,4,8,77,111,82,51,52,50,56,1,33,6,5,2,0,7,2,5,6,0,6,14833437.0,0,0,571,117,30,0,0,0,117,0.9999325218791572,1,576,73D7-2EF7-E453-7B6B-BA4C
1115,7B5F-2945-448E-B99D-56FB_2017-06-21 18:25:46,11717.0,1,1,2,1,1,1,11,0,0,0,0,0,113,0,7,0,0,39,16,21,0,0,0,0,0,0,0,0,0,0,1,18,7,0,4,0,0,1298166.0,0,113,0,113,0,0,0,0,113,0.9910549262796754,0,113,7B5F-2945-448E-B99D-56FB
1116,2FEE-BA46-C2C4-E778-ABE6_2017-06-06 21:15:23,379517.0,2,2,8,1,1,1,2,0,0,6,93,259,4,0,0,66,40,27,22,14,12,12,12,12,12,4,12,28,0,2,5,7,13,11,12,17,22,926866.0,0,0,263,4,0,0,0,0,4,0.7094902490311035,0,362,2FEE-BA46-C2C4-E778-ABE6
1117,3BC3-C27D-EB34-DCFA-C4E7_2017-10-27 23:12:12,11292.0,2,2,2,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1102313.0,0,0,0,0,0,0,0,0,0,0.9898599593213032,1,4,3BC3-C27D-EB34-DCFA-C4E7
1119,F89E-7378-E4AC-28AE-7AA9_2017-10-19 04:07:46,6838.0,6,6,9,4,1,1,2,0,0,1196,983,15,36,82,23,273,252,71,31,2,3,0,1,2,2,19,0,0,0,0,135,311,205,165,122,295,236,10344247.0,0,0,51,36,0,0,0,0,36,0.9993393929235438,1,2230,F89E-7378-E4AC-28AE-7AA9
1120,ED93-33AE-8F4E-4C2F-8EE4_2017-07-23 13:18:51,3514.0,8,8,7,6,1,3,6,1,3,473,80,375,21,2,20,18,27,71,123,94,98,64,35,40,38,60,34,24,3,8,22,62,68,18,16,6,2,954975.0,0,1,395,25,0,0,0,0,21,0.9963338129076076,1,953,ED93-33AE-8F4E-4C2F-8EE4
1123,7AB8-6EE9-FC47-F88F-36F2_2017-04-24 21:06:54,1651.0,5,5,2,2,1,1,2,0,0,1813,1,0,1,52,13,23,66,243,172,283,174,100,44,21,60,15,68,60,171,130,23,8,13,12,34,19,11,5575840.0,0,0,1,1,0,0,0,0,1,0.9997039887648408,0,1815,7AB8-6EE9-FC47-F88F-36F2
1125,AB2F-4A42-374C-A4BF-A389_2017-09-06 01:31:29,2033.0,6,6,3,1,1,1,3,0,0,357,0,0,4,43,44,0,0,0,0,0,0,0,0,0,0,13,0,6,36,18,47,45,38,70,1,0,0,3450439.0,0,4,0,0,4,0,0,0,0,0.9994111465639692,1,361,AB2F-4A42-374C-A4BF-A389
1126,C4CB-E354-42DC-B59F-BEE7_2017-10-22 20:56:20,4405.0,3,3,4,1,1,1,2,0,0,14,785,636,21,2,8,77,80,84,165,111,96,81,79,62,57,0,42,18,1,4,69,68,64,76,71,68,73,10314342.0,0,0,657,21,0,0,0,0,21,0.9995731070836412,1,1456,C4CB-E354-42DC-B59F-BEE7
1127,DEAB-94A4-9DC5-458B-9372_2017-09-04 15:09:00,19656.0,6,6,6,5,1,1,1,0,0,1327,90,204,0,0,0,45,165,243,284,228,114,80,29,18,22,0,35,96,79,10,0,10,55,21,5,28,54,612949.0,0,202,2,0,0,0,0,0,0,0.9689284782763335,1,1621,DEAB-94A4-9DC5-458B-9372
1130,2322-DCCD-3A4F-B6B5-5EEA_2017-05-13 23:41:22,4318.0,1,1,9,1,1,1,1,0,0,0,49,0,0,0,0,4,4,3,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,2,20,7,0,2133135.0,0,0,0,0,0,0,0,0,0,0.9979798386210128,1,49,2322-DCCD-3A4F-B6B5-5EEA
1133,D46C-69E3-2864-8D5A-E6D4_2017-07-04 23:13:24,48160.0,4,4,4,4,1,1,2,0,0,180,334,946,3,12,5,296,315,107,28,27,29,29,29,29,27,3,21,36,88,44,20,36,26,41,72,69,74,6433085.0,0,391,558,3,0,0,0,0,3,0.9925693288866568,1,1463,D46C-69E3-2864-8D5A-E6D4
1134,B88B-ECDE-C245-EAA9-6AAA_2017-10-22 12:59:09,22902.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,863969.0,0,1,0,1,0,0,0,0,1,0.974176627716996,1,1,B88B-ECDE-C245-EAA9-6AAA
1138,679B-76DF-86B4-7EFA-BF3E_2017-06-05 22:45:46,284835.0,3,3,5,5,1,1,4,0,0,90,20,1,4,2,0,12,2,17,4,0,0,0,0,0,0,3,0,0,0,10,4,5,13,11,15,4,13,689310.0,0,0,5,2,2,0,0,0,2,0.7076051306530342,1,115,679B-76DF-86B4-7EFA-BF3E
1139,69EB-ECB3-E458-5877-F7DE_2017-07-25 09:50:23,969.0,1,1,3,3,1,1,2,0,0,0,55,0,1,0,0,7,5,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,4,12,10,1186389.0,0,0,1,0,1,0,0,0,0,0.9991839024119096,1,56,69EB-ECB3-E458-5877-F7DE
1140,679B-76DF-86B4-7EFA-BF3E_2017-04-26 07:44:38,1293.0,3,3,4,4,1,1,20,0,0,109,25,0,25,2,9,10,6,10,2,10,2,0,12,4,2,8,1,0,4,0,15,5,6,14,17,11,9,3104664.0,0,0,25,25,0,0,0,0,25,0.9995837031871336,1,159,679B-76DF-86B4-7EFA-BF3E
1142,4A25-CB25-4354-BCAC-46E8_2017-07-15 08:38:11,10173.0,1,1,2,2,1,1,1,0,0,0,183,0,0,0,0,34,24,31,27,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,8,15,27,1037480.0,0,0,0,0,0,0,0,0,0,0.9902897237921334,1,183,4A25-CB25-4354-BCAC-46E8
1143,4725-B638-BD46-4A7A-333D_2017-09-11 01:57:12,19882.0,2,2,2,2,1,1,2,0,0,6,0,199,2,2,0,0,0,0,43,46,37,27,17,14,15,0,2,0,2,2,0,0,0,0,0,0,0,904954.0,0,199,2,2,0,0,0,0,2,0.9785021344324832,1,207,4725-B638-BD46-4A7A-333D
