,__EVENTCASE__,__STATIONID__,__STATION__death_period,__STATION__distinct_payload_firmware_version,__STATION__distinct_payload_gateway_mac,__STATION__distinct_payload_ip,__STATION__distinct_payload_profile_id,__STATION__entropy_for_hours_of_day,__STATION__event_type_condition_updated,__STATION__event_type_license_updated,__STATION__event_type_malfunctioning_state_changed,__STATION__event_type_status_changed,__STATION__hours_of_day_0,__STATION__hours_of_day_1,__STATION__hours_of_day_10,__STATION__hours_of_day_11,__STATION__hours_of_day_12,__STATION__hours_of_day_13,__STATION__hours_of_day_14,__STATION__hours_of_day_15,__STATION__hours_of_day_16,__STATION__hours_of_day_17,__STATION__hours_of_day_18,__STATION__hours_of_day_19,__STATION__hours_of_day_2,__STATION__hours_of_day_20,__STATION__hours_of_day_21,__STATION__hours_of_day_22,__STATION__hours_of_day_23,__STATION__hours_of_day_3,__STATION__hours_of_day_4,__STATION__hours_of_day_5,__STATION__hours_of_day_6,__STATION__hours_of_day_7,__STATION__hours_of_day_8,__STATION__hours_of_day_9,__STATION__live_period,__STATION__locale,__STATION__payload_malfunctioning_false,__STATION__payload_malfunctioning_true,__STATION__payload_offline_trigger_AU_GRACEFUL_SHUTDOWN,__STATION__payload_offline_trigger_MQTT_LASTWILL,__STATION__payload_status_OFFLINE,__STATION__payload_status_ONLINE,__STATION__rate,__STATION__station_final_status,__STATION__total_event
3488,7AE8-B279-3294-E76B-D8BA_2017-02-24 22:29:37,7AE8-B279-3294-E76B-D8BA,25151.0,1,1,2,1,0.5660857389596289,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,2205106.0,0,6,0,0,3,3,3,0.9887228243202464,1,6
3489,B9A5-7FEF-D798-4C6E-BFC5_2017-10-24 23:54:53,B9A5-7FEF-D798-4C6E-BFC5,1523.0,2,2,20,2,1.9032705186631012,51,0,0,52,18,4,0,0,13,0,0,2,0,0,13,0,2,8,2,2,5,6,8,3,15,0,0,2,1108599.0,0,103,0,1,25,26,77,0.9986280787156728,1,103
3490,2AED-B982-87DC-46E7-AA2D_2017-05-19 04:21:22,2AED-B982-87DC-46E7-AA2D,986.0,6,1,7,2,1.1906638540986976,0,1,0,26,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,7,2,2,3,2,0,9337974.0,0,27,0,3,10,13,14,0.9998944207920368,0,27
3491,F739-E9AB-C845-89AC-B2B2_2017-06-21 01:24:16,F739-E9AB-C845-89AC-B2B2,2702.0,2,1,2,2,0.6816102690529532,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,2,1265989.0,0,13,0,0,7,7,6,0.9978702457887696,0,13
3493,A894-5BA6-4B3F-86F5-5A92_2017-10-19 07:21:01,A894-5BA6-4B3F-86F5-5A92,1561.0,2,2,2,2,2.1265965771766595,56,0,0,80,8,20,0,0,0,10,0,3,0,2,2,11,19,0,3,0,1,17,11,2,2,14,8,3,1225635.0,0,136,0,1,26,27,109,0.9987279945501778,0,136
3494,CCE5-88A7-B3B3-44C6-9EA8_2017-03-05 06:24:35,CCE5-88A7-B3B3-44C6-9EA8,2251.0,3,1,4,1,0.8729484758423084,0,1,0,13,4,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1274110.0,0,14,0,0,5,5,9,0.9982363923686168,1,14
3497,ED72-FED6-8399-4BF9-9CB9_2017-05-16 04:50:37,ED72-FED6-8399-4BF9-9CB9,19971.0,2,1,68,2,2.3257781077142967,0,0,0,180,16,11,4,0,2,18,4,4,0,0,0,0,10,4,6,0,3,12,18,9,12,28,13,6,2101138.0,0,180,0,1,77,78,102,0.9905846422791096,1,180
3498,AAD9-65AD-9983-46E6-95B8_2017-08-14 17:31:22,AAD9-65AD-9983-46E6-95B8,22610.0,2,2,2,2,1.6551789775334218,39,0,0,14,7,0,2,0,8,0,4,0,0,1,7,0,3,3,0,1,0,3,0,3,7,2,2,0,2659818.0,0,53,0,1,5,6,47,0.9915710691955198,1,53
3499,7B36-A23C-7729-4D3A-8D86_2017-01-23 12:07:36,7B36-A23C-7729-4D3A-8D86,2470.0,2,1,1,1,0.8028187820379638,0,0,0,11,0,0,0,0,1,0,0,2,0,0,2,2,1,0,0,0,0,2,0,0,0,1,0,0,2135942.0,0,11,0,1,3,4,7,0.9988449372712088,1,11
3500,B579-3A57-434C-4FD6-B9EE_2017-04-17 13:46:43,B579-3A57-434C-4FD6-B9EE,72863.0,3,1,2,2,1.638603721405712,0,0,0,42,1,1,5,1,5,2,4,3,2,0,0,0,3,0,1,2,2,2,2,2,0,4,0,0,1118550.0,0,42,0,2,14,16,26,0.9388432055047242,1,42
3501,8828-9F76-DC47-AA22-CF38_2017-07-23 16:23:12,8828-9F76-DC47-AA22-CF38,1007.0,4,1,2,3,0.7792259517391736,0,1,0,11,0,0,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,8401270.0,0,12,0,2,2,4,8,0.9998801515351136,1,12
3502,8483-BABD-694F-4DAC-B6F8_2017-08-14 09:29:57,8483-BABD-694F-4DAC-B6F8,4686.0,3,2,2,2,1.8030334944175903,39,0,0,27,4,0,6,0,6,0,3,3,0,0,4,0,3,3,4,0,2,5,4,0,4,1,9,5,5639294.0,0,66,0,2,11,13,53,0.9991697348325118,1,66
3503,CCC9-67E9-F667-4D7A-9ED5_2017-10-09 08:34:16,CCC9-67E9-F667-4D7A-9ED5,3502.0,9,2,2,2,2.152491312574311,263,1,0,31,34,0,2,0,32,2,3,32,0,2,32,0,7,5,31,0,0,37,2,1,33,5,3,32,21063412.0,0,295,0,6,5,11,284,0.9998337677744352,1,295
3504,CB75-69D8-D9FB-47CB-7BA6_2017-08-19 08:24:55,CB75-69D8-D9FB-47CB-7BA6,1090.0,2,2,5,2,1.2830041293692709,52,0,0,10,0,1,0,12,0,0,1,0,0,12,0,0,5,1,0,0,12,2,0,12,0,2,2,0,1753152.0,0,62,0,1,4,5,57,0.999378649011938,1,62
3506,D255-E8BA-46C4-FBDA-5439_2017-07-17 16:11:36,D255-E8BA-46C4-FBDA-5439,7867.0,2,1,57,2,2.30109187384736,0,0,52,141,0,1,2,2,4,23,7,11,14,7,0,0,1,4,6,0,0,10,11,14,2,6,23,45,4069413.0,0,167,26,1,75,76,117,0.9980705274104305,1,193
3507,ACFD-A474-CDBA-46EB-DE3E_2017-10-01 06:44:29,ACFD-A474-CDBA-46EB-DE3E,9400.0,3,2,3,2,2.4990649028542835,214,1,0,40,29,9,8,20,30,10,0,0,0,16,29,8,0,0,1,4,17,4,2,22,30,11,5,0,4588523.0,0,255,0,1,19,20,235,0.9979555986474764,1,255
3511,F6C3-EA7A-D48B-F9C2-3B89_2017-10-30 12:02:38,F6C3-EA7A-D48B-F9C2-3B89,60324.0,1,2,3,2,0.9979075831681395,30,0,0,6,0,1,0,8,1,0,0,0,0,7,0,0,0,0,0,0,7,4,0,8,0,0,0,0,642242.0,0,36,0,0,3,3,33,0.9141376041539158,1,36
3512,8E83-D6C6-DCB4-BE9D-BD52_2017-09-28 17:46:36,8E83-D6C6-DCB4-BE9D-BD52,30084.0,1,2,2,2,0.7097131024243332,44,0,0,2,0,0,0,11,0,0,0,0,0,12,0,0,0,1,0,0,11,0,0,11,0,0,0,0,938809.0,0,46,0,0,1,1,45,0.968950131748294,1,46
3513,9959-65E3-E742-DCBB-5BFC_2017-10-20 19:43:48,9959-65E3-E742-DCBB-5BFC,3075.0,5,2,15,2,2.67235169799427,307,1,0,95,2,27,20,24,0,27,4,17,21,23,2,24,23,2,15,18,30,20,23,25,1,31,6,18,9380602.0,0,403,0,3,44,47,356,0.9996723032985896,1,403
3514,627C-EA7A-6D42-2A96-D95A_2017-01-02 16:01:18,627C-EA7A-6D42-2A96-D95A,17936.0,1,1,1,1,0.2868359830561607,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784556.0,0,2,0,0,1,1,1,0.977649621429248,1,2
3515,D5DE-7E3A-3FC4-F798-7223_2017-08-30 14:11:28,D5DE-7E3A-3FC4-F798-7223,44274.0,7,2,8,2,2.2102535776209726,104,1,2,48,2,3,15,14,3,1,1,1,12,13,7,1,2,0,0,12,15,10,13,15,3,3,7,2,13170590.0,0,154,1,5,16,21,134,0.9966496817523056,1,155
3517,FB99-7A2D-4624-F45A-D2B2_2017-04-08 02:09:46,FB99-7A2D-4624-F45A-D2B2,15031.0,2,1,3,1,0.7315151084145227,0,1,0,11,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,6,0,1395122.0,0,12,0,0,5,5,7,0.9893408729407376,0,12
3518,48F9-BC2C-4AE4-96D8-A829_2017-08-23 05:52:07,48F9-BC2C-4AE4-96D8-A829,854261.0,2,2,2,2,0.8729484758423083,23,1,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,5,499594.0,0,26,0,0,1,1,25,0.3690158842712107,0,26
3519,6C57-39BB-2864-8F8D-2A8A_2017-07-29 14:00:50,6C57-39BB-2864-8F8D-2A8A,16588.0,2,2,14,2,1.3692518801768592,5,0,0,37,1,0,0,4,2,2,14,0,0,0,1,0,2,0,1,2,0,10,2,0,1,0,0,0,3291294.0,0,42,0,1,18,19,23,0.9949853108424062,1,42
3520,9F4E-9CC7-946B-8349-A945_2017-11-07 04:10:04,9F4E-9CC7-946B-8349-A945,22798.0,2,2,2,2,1.3843704063963118,87,0,0,7,19,0,0,4,19,0,0,0,0,3,19,1,0,0,0,0,3,2,1,4,19,0,0,0,1874504.0,0,94,0,1,2,3,91,0.9879839898972329,1,94
3521,8B6A-F4F6-F236-4AE8-8C4C_2017-03-09 12:12:52,8B6A-F4F6-F236-4AE8-8C4C,31541.0,1,1,2,1,0.7892773734611849,0,0,0,13,0,0,0,6,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714502.0,0,13,0,0,6,6,7,0.9577222760618356,0,13
3522,7886-764A-3374-FA69-AED2_2017-07-24 07:09:53,7886-764A-3374-FA69-AED2,4610.0,6,1,3,2,1.3959368400809016,0,0,0,38,2,0,4,0,0,2,2,1,2,2,9,0,0,0,0,0,0,5,2,1,0,2,4,0,15953116.0,0,38,0,4,13,17,21,0.999711111721056,1,38
3523,557B-4ABA-ABB4-5FAA-B698_2017-09-25 09:44:06,557B-4ABA-ABB4-5FAA-B698,1025.0,6,2,24,2,2.455460890873905,206,1,0,46,33,0,6,4,31,1,18,3,0,3,36,1,18,18,3,0,2,10,2,2,31,4,19,8,12613043.0,0,253,0,4,8,12,241,0.9999187415193892,1,253
3524,CE33-DB6B-C42B-8B5D-3234_2017-04-04 12:04:05,CE33-DB6B-C42B-8B5D-3234,2494.0,4,1,4,1,1.0924606245219646,0,1,0,16,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,3,0,0,6678740.0,0,17,0,1,4,5,12,0.9996267156636036,1,17
3527,BAFA-3239-7B4B-3BEC-C96F_2017-11-01 14:35:37,BAFA-3239-7B4B-3BEC-C96F,47963.0,3,2,4,2,1.2326713884822262,39,1,0,19,1,0,0,0,0,0,1,18,2,0,1,0,0,0,11,0,0,11,0,0,0,0,2,12,3505637.0,0,59,0,1,8,9,50,0.9865029828905898,1,59
3528,3D5A-6ACE-9CC4-95B2-EAF7_2017-04-22 17:55:45,3D5A-6ACE-9CC4-95B2-EAF7,1986.0,3,1,27,2,2.022808529414704,0,0,0,79,2,2,3,2,0,0,0,0,2,7,0,0,15,0,0,6,4,5,5,6,8,8,3,1,1766295.0,1,79,0,2,29,31,48,0.9988768753382522,1,79
3529,EC3C-7F9C-2EE4-8739-295E_2017-03-11 09:45:27,EC3C-7F9C-2EE4-8739-295E,3363.0,3,1,3,1,0.7214636866925115,0,1,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,3030695.0,0,8,0,0,2,2,6,0.9988915834832426,1,8
3530,2446-873B-A254-683B-8F6F_2017-02-07 11:14:30,2446-873B-A254-683B-8F6F,3933.0,1,1,9,1,2.463104643797811,0,0,0,191,8,9,13,11,6,5,0,0,4,0,0,4,5,5,9,3,9,10,22,12,8,21,9,18,1388479.0,0,191,0,0,79,79,112,0.9971754049807098,0,191
3531,6999-5A96-4355-43BD-85D5_2017-10-13 23:55:25,6999-5A96-4355-43BD-85D5,1124.0,2,2,2,2,1.8839296958518497,267,0,5,12,0,32,0,37,2,30,0,0,0,37,0,31,0,0,1,3,38,6,0,37,0,29,1,0,5759709.0,0,281,3,1,4,5,279,0.9998048893276372,1,284
3532,62CB-BFCA-65EE-4F57-9277_2017-10-08 12:38:22,62CB-BFCA-65EE-4F57-9277,10013.0,2,2,6,2,2.1524913125743104,131,0,0,28,23,3,9,5,25,2,5,0,3,4,24,3,5,5,0,3,3,2,1,0,24,3,7,0,2814240.0,0,159,0,1,13,14,145,0.9964546377396076,1,159
3534,DEAB-94A4-9DC5-458B-9372_2017-08-13 14:38:24,DEAB-94A4-9DC5-458B-9372,17502.0,4,2,2,2,1.9097057700562938,35,0,0,40,0,2,2,7,2,6,7,4,0,2,2,5,10,6,2,0,0,5,0,2,0,3,7,1,9104780.0,0,75,0,3,15,18,57,0.9980814011230962,1,75
3535,BED5-79AC-D3B4-B64A-8B6C_2017-05-01 00:25:24,BED5-79AC-D3B4-B64A-8B6C,32406.0,5,1,9,2,1.7100570147033365,0,1,0,51,5,1,1,0,0,0,2,0,0,0,0,2,2,6,4,3,5,2,13,0,0,4,2,0,5977315.0,0,52,0,1,17,18,34,0.9946077363657979,1,52
3536,8F8C-662B-D965-487A-CB65_2017-09-05 22:54:20,8F8C-662B-D965-487A-CB65,25685.0,1,2,2,2,0.8369882167858358,74,0,0,2,0,0,0,1,0,0,19,0,0,0,0,0,18,19,0,1,0,0,0,0,0,0,18,0,1594995.0,0,76,0,0,1,1,75,0.984151714095318,1,76
3537,7867-778E-AC54-DE8A-B455_2017-06-15 15:10:04,7867-778E-AC54-DE8A-B455,7866.0,6,1,3,2,1.212465860088887,0,1,0,20,0,3,2,0,4,0,0,3,0,0,0,0,1,0,0,0,0,2,2,1,0,1,2,0,9254795.0,0,21,0,3,5,8,13,0.9991507839917708,1,21
3538,DCC8-2C2C-5754-7684-BDDC_2017-09-22 17:20:26,DCC8-2C2C-5754-7684-BDDC,1783.0,2,2,16,2,2.210253577620973,166,0,0,33,26,1,21,3,27,4,0,2,17,4,26,0,0,0,1,14,3,2,17,3,25,3,0,0,3577701.0,0,199,0,1,14,15,184,0.9995018835117015,1,199
3539,42B8-4FBA-394A-8898-F4F7_2017-05-31 10:02:04,42B8-4FBA-394A-8898-F4F7,4590.0,7,1,43,2,2.175039362953381,0,1,0,149,2,0,4,0,2,7,19,35,30,21,1,2,8,0,0,0,1,2,2,3,3,3,4,1,12096130.0,0,150,0,4,64,68,82,0.9996206837279104,1,150
3541,24CA-A72C-9634-39B3-2ACD_2017-07-12 23:10:46,24CA-A72C-9634-39B3-2ACD,22589.0,2,1,2,2,2.0434812826233637,0,0,0,118,4,0,5,24,0,4,0,0,11,0,0,0,1,0,3,0,4,8,12,6,9,6,12,9,5016706.0,0,118,0,0,55,55,63,0.9955174285291892,1,118
3543,7B3E-A672-4493-DAC7-AA9D_2017-10-14 18:44:07,7B3E-A672-4493-DAC7-AA9D,12462.0,10,2,6,2,2.3257781077142967,283,0,0,44,2,0,3,4,1,3,38,31,2,4,4,0,39,37,31,0,4,38,2,5,2,6,40,31,26457821.0,0,327,0,7,6,13,314,0.9995292079045772,1,327
3545,D64C-A524-454F-7FAA-3279_2017-08-12 14:48:44,D64C-A524-454F-7FAA-3279,210788.0,2,2,2,2,1.3122356595190778,39,1,2,10,0,10,0,0,0,14,1,0,0,0,0,9,0,0,1,2,3,0,0,0,0,10,0,2,838219.0,0,51,1,0,5,5,47,0.7990594915000567,1,52
3546,7B5F-2945-448E-B99D-56FB_2017-06-06 15:50:47,7B5F-2945-448E-B99D-56FB,7133.0,2,1,3,2,0.961285752584596,0,0,0,15,0,0,2,0,0,4,0,1,0,0,0,0,0,0,2,0,2,2,1,0,0,1,0,0,1940368.0,0,15,0,1,7,8,7,0.9963373574647716,0,15
3547,F42E-976D-E694-DA9B-AB79_2017-04-17 08:07:54,F42E-976D-E694-DA9B-AB79,11996.0,3,1,2,2,0.7315151084145227,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,5461292.0,0,9,0,2,1,3,6,0.9978082644289868,1,9
3548,BA6E-426B-EE4A-3B4C-69D9_2017-09-06 02:46:01,BA6E-426B-EE4A-3B4C-69D9,16463.0,1,2,4,2,1.16597762023176,47,0,0,5,1,0,11,0,1,0,0,0,11,0,1,0,1,0,0,11,0,1,12,0,0,0,2,0,1030530.0,0,52,0,0,2,2,50,0.9842759216155218,0,52
3549,F552-5945-684F-4987-99F7_2017-07-31 13:14:27,F552-5945-684F-4987-99F7,477602.0,1,2,3,2,1.3122356595190778,11,0,6,212,0,0,164,0,0,1,0,3,0,0,0,0,2,0,3,0,4,4,1,0,0,0,0,47,1758510.0,0,226,3,0,105,105,124,0.7864140973260731,1,229
3550,64B2-E98C-E349-A989-E55E_2017-09-02 00:13:57,64B2-E98C-E349-A989-E55E,1189.0,9,2,13,2,2.751915969031121,113,1,2,149,8,2,19,14,2,0,0,3,16,15,2,4,2,25,23,36,32,12,19,13,0,11,6,1,21997386.0,0,264,1,6,58,64,201,0.9999459510445564,1,265
3553,BDC4-3A4C-2C4F-348C-485F_2017-05-03 15:30:09,BDC4-3A4C-2C4F-348C-485F,1609.0,4,1,5,2,1.6333769715432322,0,0,0,51,3,5,0,0,0,0,0,2,0,0,0,2,2,2,0,5,1,7,4,9,0,5,2,2,5571262.0,0,51,0,1,18,19,32,0.9997112798771046,1,51
3554,9FC2-BD77-4FE3-4D9A-DEEB_2017-10-26 16:41:45,9FC2-BD77-4FE3-4D9A-DEEB,17150.0,2,2,2,2,1.8389937534740628,75,0,0,16,7,0,2,0,8,2,11,0,1,0,7,0,12,11,1,2,2,4,0,0,8,2,11,0,1622606.0,0,91,0,1,7,8,83,0.9895411268505802,1,91
3555,EABD-82B7-A2DA-4EB8-647C_2017-09-13 23:09:31,EABD-82B7-A2DA-4EB8-647C,5751.0,3,2,2,2,1.870194487483377,161,0,0,18,31,0,0,0,31,0,10,0,0,0,31,2,9,10,2,0,1,5,0,2,30,4,9,2,5275614.0,0,179,0,2,6,8,171,0.998911076965898,1,179
3556,7AB8-6EE9-FC47-F88F-36F2_2017-04-24 21:06:54,7AB8-6EE9-FC47-F88F-36F2,1651.0,4,1,2,2,1.1171468583889022,0,0,0,17,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,3,1,2,5575840.0,0,17,0,2,5,7,10,0.9997039887648408,0,17
3557,86A3-D7FB-D45D-F9FF-E67F_2017-08-04 17:57:55,86A3-D7FB-D45D-F9FF-E67F,1150.0,5,2,3,2,1.7707035076267457,12,0,0,59,0,0,5,7,0,0,0,0,4,6,2,0,3,0,6,3,0,5,10,7,5,6,2,0,13156960.0,0,71,0,4,28,32,39,0.9999126014298406,1,71
3558,38A3-58AC-2DD4-2228-42E5_2017-05-22 11:44:43,38A3-58AC-2DD4-2228-42E5,3559.0,2,1,3,2,0.7097131024243333,0,0,0,15,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1211128.0,0,15,0,1,7,8,7,0.9970700270933994,1,15
3559,3B78-445B-7D9B-4974-9A67_2017-09-26 22:46:13,3B78-445B-7D9B-4974-9A67,25833.0,1,2,4,2,1.2702281251355492,28,0,0,15,0,5,0,2,0,2,0,7,2,0,0,0,0,0,7,1,0,7,0,2,0,0,0,8,593754.0,0,43,0,0,7,7,36,0.9583060974487844,0,43
3560,4A25-CB25-4354-BCAC-46E8_2017-01-31 09:58:24,4A25-CB25-4354-BCAC-46E8,1648.0,4,1,1,1,0.8028187820379638,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,1,0,1,4527696.0,0,11,0,1,2,3,8,0.9996361504005878,1,11
3562,7932-6DB8-462D-493E-8AFB_2017-06-23 01:51:50,7932-6DB8-462D-493E-8AFB,4248.0,3,1,2,2,0.9525127468791601,0,1,0,18,3,2,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,4930865.0,0,19,0,1,7,8,11,0.9991392294360838,0,19
3563,CA4A-3C73-9DF5-43A7-667A_2017-11-06 17:02:34,CA4A-3C73-9DF5-43A7-667A,1290.0,3,2,11,2,2.499064902854283,252,0,1,27,5,12,7,0,7,11,40,2,6,3,8,13,40,40,0,7,0,4,6,2,7,14,42,4,5467277.0,0,280,0,2,11,13,267,0.9997641063920402,1,280
3565,62A6-5387-FF4A-BB98-8FDC_2017-01-06 02:42:03,62A6-5387-FF4A-BB98-8FDC,28475.0,1,1,1,1,1.033867842224612,0,0,0,27,0,0,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0,1,1,1183334.0,0,27,0,0,8,8,19,0.9765020725213296,1,27
3566,CC54-BD32-A94F-FEBF-CD3C_2017-06-17 23:23:08,CC54-BD32-A94F-FEBF-CD3C,7179.0,1,1,2,2,0.7892773734611849,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,1,0,0,0,0,928034.0,0,16,0,0,10,10,6,0.9923236738582548,1,16
3567,A4FA-33E6-2F46-9AB8-DD96_2017-10-18 23:49:52,A4FA-33E6-2F46-9AB8-DD96,3812.0,1,2,8,2,1.511884414872036,131,0,0,22,1,0,0,2,0,0,33,1,2,2,2,0,33,33,0,2,3,2,1,0,0,2,34,0,2847436.0,0,153,0,0,10,10,143,0.9986630415874032,1,153
3568,F3B9-E766-A745-9983-A6EB_2017-10-26 16:06:37,F3B9-E766-A745-9983-A6EB,2128.0,6,2,10,2,2.242121107269984,330,0,8,34,6,3,36,2,6,0,44,0,33,0,6,0,45,49,3,36,0,13,33,2,7,0,48,0,15052008.0,0,368,4,4,12,16,356,0.9998586434983716,1,372
3569,6662-9AB4-448E-B64B-E945_2017-05-18 17:20:18,6662-9AB4-448E-B64B-E945,1030.0,2,1,3,2,1.8159832459531595,0,0,0,71,0,2,2,2,2,2,6,9,1,3,0,6,6,0,0,0,0,1,8,4,6,9,0,2,1999195.0,0,71,0,1,35,36,35,0.9994850579309827,1,71
3570,A88A-7A25-6E4F-DE85-DA3E_2017-10-23 21:23:13,A88A-7A25-6E4F-DE85-DA3E,2940.0,2,2,11,2,1.7045514452672967,48,0,0,22,8,6,0,0,9,9,0,0,0,2,7,7,0,1,1,0,0,2,0,0,13,5,0,0,1044181.0,0,70,0,1,10,11,59,0.9971923015582728,1,70
3571,AB2F-4A42-374C-A4BF-A389_2017-09-06 01:31:29,AB2F-4A42-374C-A4BF-A389,2033.0,2,2,5,2,2.441302637807621,128,0,0,169,21,1,2,30,0,0,2,2,2,33,0,8,5,7,8,18,47,15,23,49,20,2,2,0,3450439.0,0,297,0,1,81,82,215,0.9994111465639692,1,297
3572,433E-F25A-F975-4BB9-CD79_2017-03-27 10:56:23,433E-F25A-F975-4BB9-CD79,36498.0,3,1,9,1,1.0924606245219648,0,1,0,18,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,3,2377278.0,0,19,0,0,4,4,15,0.9848792928589896,1,19
3573,A894-5BA6-4B3F-86F5-5A92_2017-09-16 09:05:08,A894-5BA6-4B3F-86F5-5A92,144256.0,1,2,2,2,1.8720697846537868,22,0,0,44,6,2,0,0,5,0,0,0,0,2,5,0,11,0,1,0,1,13,7,3,8,0,1,1,468169.0,0,66,0,0,15,15,51,0.7644511572845655,0,66
3574,7AA9-563F-84A8-A9CA-38F5_2017-09-09 03:12:20,7AA9-563F-84A8-A9CA-38F5,12548.0,4,2,2,2,1.1659776202317602,131,1,0,6,0,0,31,0,0,0,0,2,31,0,0,0,0,0,2,31,0,5,30,2,0,2,0,2,3101278.0,0,138,0,2,1,3,135,0.995970230834992,1,138
3575,D472-D57C-8D9D-493B-9452_2017-05-28 23:08:05,D472-D57C-8D9D-493B-9452,1332.0,1,1,2,2,2.4166164039406843,0,0,0,235,9,6,28,6,0,19,2,2,0,8,11,6,7,18,14,22,2,14,0,6,0,6,15,34,1157569.0,0,235,0,0,141,141,94,0.9988506352138794,1,235
3577,9B68-AD4E-7549-3399-F8E5_2017-04-21 14:05:19,9B68-AD4E-7549-3399-F8E5,15354.0,4,1,4,2,0.97610557717795,0,1,0,13,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,3,2780350.0,0,14,0,2,3,5,9,0.9945080022777804,1,14
3582,83AA-7BD8-8FDE-45EE-A886_2017-04-03 03:38:00,83AA-7BD8-8FDE-45EE-A886,1202085.0,1,1,2,1,1.0556698482148017,0,0,32,11,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,16,16,1,0,0,1735472.0,0,27,16,0,5,5,38,0.5907875149316252,0,43
3583,5F94-2B3F-7B44-A4B9-4D43_2017-04-02 00:02:58,5F94-2B3F-7B44-A4B9-4D43,30897.0,2,1,4,1,0.8817214815477444,0,0,0,12,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,2,0,0,4327689.0,0,12,0,0,2,2,10,0.9929112331384536,1,12
3585,4CDE-8CD6-4684-548D-EA3A_2017-06-14 23:05:28,4CDE-8CD6-4684-548D-EA3A,1629.0,2,1,2,2,0.3445982481028228,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2309584.0,0,5,0,0,2,2,3,0.9992951753040504,1,5
3586,4FFC-8DAB-EB84-A69A-B54F_2017-06-29 19:36:35,4FFC-8DAB-EB84-A69A-B54F,34437.0,2,1,5,2,0.8947504818324978,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,0,0,1,1085326.0,1,15,0,1,7,8,7,0.9692461708415084,1,15
3588,34EF-8BED-6EE4-ABA8-B5E2_2017-03-12 00:44:38,34EF-8BED-6EE4-ABA8-B5E2,1171.0,3,1,2,1,0.3767701612564368,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2733904.0,0,6,0,0,2,2,4,0.9995718581757356,1,6
3589,59D4-B8D3-8F47-EB97-36A7_2017-07-02 08:36:03,59D4-B8D3-8F47-EB97-36A7,5185.0,2,1,6,2,0.6159905783211985,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,2,0,871006.0,0,9,0,1,2,3,6,0.9940823404942528,0,9
3590,EE46-D326-76F4-E949-5888_2017-09-27 12:19:57,EE46-D326-76F4-E949-5888,1334.0,2,2,823,2,3.1780538303479453,173,0,0,2279,171,144,130,74,24,57,22,11,61,31,28,18,124,6,35,232,353,80,105,84,117,106,208,231,3813518.0,0,2452,0,1,1072,1073,1379,0.9996503140882004,1,2452
3591,3CCF-E82C-82E4-2E69-3D67_2017-10-24 07:55:43,3CCF-E82C-82E4-2E69-3D67,1164.0,4,2,2,2,1.8479694367953767,243,1,8,14,14,0,0,47,16,0,0,0,0,47,14,0,0,0,0,0,48,2,2,50,15,9,1,1,5272324.0,0,264,2,2,5,7,259,0.9997792732248562,1,266
